Ship Mode;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Sales;Quantity;Discount;Profit
Standard Class;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Phones;328.224;4;0.2;287.196
Standard Class;Consumer;United States;Brentwood;California;94513;West;Technology;Accessories;79.9;2;0;35.156
Standard Class;Corporate;United States;Chapel Hill;North Carolina;27514;South;Office Supplies;Art;14.016;3;0.2;47.304
Standard Class;Consumer;United States;Morristown;New Jersey;7960;East;Office Supplies;Fasteners;7.56;6;0;0.3024
Standard Class;Corporate;United States;Cincinnati;Ohio;45231;East;Office Supplies;Storage;37.208;1;0.2;-74.416
Standard Class;Corporate;United States;Cincinnati;Ohio;45231;East;Office Supplies;Envelopes;57.576;3;0.2;21.591
Second Class;Corporate;United States;San Francisco;California;94110;West;Office Supplies;Storage;725.84;4;0;2.104.936
First Class;Consumer;United States;San Francisco;California;94109;West;Technology;Accessories;209.93;7;0;923.692
First Class;Consumer;United States;San Francisco;California;94109;West;Furniture;Furnishings;5.28;3;0;23.232
First Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Binders;10.92;3;0.2;4.095
First Class;Corporate;United States;Inglewood;California;90301;West;Office Supplies;Paper;8.82;2;0;40.572
First Class;Corporate;United States;Inglewood;California;90301;West;Office Supplies;Art;5.98;1;0;15.548
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Paper;11.648;2;0.2;40.768
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Paper;18.176;4;0.2;59.072
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Storage;59.712;6;0.2;59.712
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Labels;24.84;3;0.2;8.694
Second Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Binders;2.08;5;0.8;-3.432
Second Class;Consumer;United States;Houston;Texas;77070;Central;Technology;Phones;1114.4;7;0.2;376.11
Standard Class;Consumer;United States;Los Angeles;California;90004;West;Furniture;Tables;1038.84;5;0.2;51.942
Standard Class;Consumer;United States;Portland;Oregon;97206;West;Office Supplies;Paper;141.76;5;0.2;47.844
Standard Class;Consumer;United States;Portland;Oregon;97206;West;Technology;Accessories;239.8;5;0.2;47.96
Standard Class;Consumer;United States;Portland;Oregon;97206;West;Office Supplies;Paper;31.104;6;0.2;108.864
Second Class;Corporate;United States;Tamarac;Florida;33319;South;Office Supplies;Binders;254.058;7;0.7;-169.372
Second Class;Corporate;United States;Tamarac;Florida;33319;South;Office Supplies;Appliances;194.528;2;0.2;24.316
Second Class;Corporate;United States;Tamarac;Florida;33319;South;Office Supplies;Supplies;961.48;5;0.2;-2.043.145
Second Class;Home Office;United States;Columbus;Ohio;43229;East;Office Supplies;Fasteners;19.096;7;0.2;66.836
Second Class;Home Office;United States;Columbus;Ohio;43229;East;Office Supplies;Labels;18.496;8;0.2;62.424
Second Class;Home Office;United States;Columbus;Ohio;43229;East;Technology;Accessories;255.984;2;0.2;543.966
Second Class;Home Office;United States;Columbus;Ohio;43229;East;Furniture;Bookcases;86.97;3;0.5;-487.032
First Class;Corporate;United States;Colorado Springs;Colorado;80906;West;Furniture;Furnishings;300.416;8;0.2;788.592
First Class;Corporate;United States;Colorado Springs;Colorado;80906;West;Furniture;Chairs;230.352;3;0.2;201.558
First Class;Corporate;United States;Colorado Springs;Colorado;80906;West;Furniture;Furnishings;218.352;3;0.2;-245.646
First Class;Corporate;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Binders;78.6;5;0.7;-62.88
First Class;Corporate;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Fasteners;27.552;3;0.2;92.988
Standard Class;Corporate;United States;Belleville;New Jersey;7109;East;Office Supplies;Paper;32.4;5;0;15.552
Standard Class;Corporate;United States;Belleville;New Jersey;7109;East;Office Supplies;Storage;1082.48;8;0;108.248
Standard Class;Corporate;United States;Belleville;New Jersey;7109;East;Office Supplies;Paper;56.91;3;0;273.168
Standard Class;Corporate;United States;Belleville;New Jersey;7109;East;Furniture;Furnishings;77.6;4;0;38.024
Standard Class;Corporate;United States;Belleville;New Jersey;7109;East;Office Supplies;Binders;14.28;1;0;65.688
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Furniture;Tables;219.075;3;0.5;-131.445
Second Class;Corporate;United States;New York City;New York;10024;East;Furniture;Furnishings;26.8;2;0;12.864
Standard Class;Corporate;United States;Taylor;Michigan;48180;Central;Office Supplies;Art;9.84;3;0;28.536
Standard Class;Home Office;United States;Lakewood;New Jersey;8701;East;Office Supplies;Binders;45.48;3;0;209.208
Standard Class;Home Office;United States;Lakewood;New Jersey;8701;East;Office Supplies;Art;289.2;6;0;83.868
First Class;Consumer;United States;Arlington;Virginia;22204;South;Office Supplies;Art;4.89;1;0;20.049
Second Class;Corporate;United States;Arvada;Colorado;80004;West;Furniture;Furnishings;15.136;4;0.2;35.948
Second Class;Corporate;United States;Arvada;Colorado;80004;West;Furniture;Chairs;466.768;2;0.2;525.114
Second Class;Corporate;United States;Arvada;Colorado;80004;West;Furniture;Furnishings;15.232;1;0.2;17.136
Second Class;Corporate;United States;Arvada;Colorado;80004;West;Office Supplies;Labels;6.264;3;0.2;20.358
Standard Class;Corporate;United States;Hackensack;New Jersey;7601;East;Furniture;Furnishings;87.54;3;0;376.422
Standard Class;Corporate;United States;Saint Petersburg;Florida;33710;South;Technology;Phones;178.384;2;0.2;22.298
Standard Class;Corporate;United States;Saint Petersburg;Florida;33710;South;Office Supplies;Paper;15.552;3;0.2;54.432
First Class;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Art;99.136;4;0.2;86.744
Standard Class;Home Office;United States;New York City;New York;10024;East;Furniture;Chairs;135.882;1;0.1;241.568
Standard Class;Home Office;United States;New York City;New York;10024;East;Technology;Machines;3991.98;2;0;1995.99
Standard Class;Home Office;United States;New York City;New York;10024;East;Technology;Phones;275.94;6;0;800.226
Standard Class;Home Office;United States;New York City;New York;10024;East;Technology;Accessories;360;4;0;129.6
Standard Class;Home Office;United States;New York City;New York;10024;East;Office Supplies;Storage;43.57;1;0;13.071
Standard Class;Corporate;United States;Long Beach;California;90805;West;Office Supplies;Fasteners;7.16;2;0;3.58
Standard Class;Corporate;United States;Hesperia;California;92345;West;Office Supplies;Binders;251.52;6;0.2;81.744
Standard Class;Corporate;United States;Hesperia;California;92345;West;Technology;Accessories;99.99;1;0;349.965
Second Class;Corporate;United States;Murfreesboro;Tennessee;37130;South;Furniture;Furnishings;15.992;1;0.2;0.9995
First Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Technology;Phones;290.898;3;0.4;-678.762
First Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Storage;54.224;2;0.2;3.389
First Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Furniture;Chairs;786.744;4;0.3;-2.585.016
First Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Labels;100.24;10;0.2;33.831
First Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Binders;37.764;6;0.7;-276.936
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Technology;Phones;82.8;2;0.4;-20.7
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Binders;20.724;2;0.7;-13.816
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Binders;4.896;3;0.7;-34.272
Second Class;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Binders;4.752;1;0.2;16.038
Second Class;Consumer;United States;Los Angeles;California;90045;West;Technology;Copiers;959.984;2;0.2;3.359.944
Second Class;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Binders;14.368;4;0.2;4.49
Standard Class;Corporate;United States;San Francisco;California;94122;West;Office Supplies;Binders;7.712;2;0.2;27.956
Standard Class;Corporate;United States;San Francisco;California;94122;West;Furniture;Tables;698.352;3;0.2;-174.588
Second Class;Consumer;United States;Layton;Utah;84041;West;Office Supplies;Fasteners;4.96;4;0;23.312
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Art;17.856;4;0.2;1.116
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;509.97;10;0.7;-407.976
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Fasteners;30.992;13;0.2;100.724
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Technology;Phones;71.928;12;0.4;83.916
Standard Class;Consumer;United States;Austin;Texas;78745;Central;Office Supplies;Storage;88.8;4;0.2;-2.22
Standard Class;Consumer;United States;San Francisco;California;94122;West;Technology;Phones;47.976;3;0.2;47.976
Standard Class;Consumer;United States;Lowell;Massachusetts;1852;East;Office Supplies;Art;7.56;3;0;30.996
Standard Class;Consumer;United States;Lowell;Massachusetts;1852;East;Office Supplies;Paper;24.56;2;0;115.432
Standard Class;Consumer;United States;Lowell;Massachusetts;1852;East;Office Supplies;Art;12.96;2;0;41.472
First Class;Home Office;United States;New York City;New York;10009;East;Technology;Accessories;6.79;1;0;23.086
First Class;Home Office;United States;New York City;New York;10009;East;Office Supplies;Paper;24.56;2;0;115.432
First Class;Home Office;United States;New York City;New York;10009;East;Office Supplies;Binders;3.048;1;0.2;10.668
First Class;Home Office;United States;New York City;New York;10009;East;Office Supplies;Paper;49.12;4;0;230.864
First Class;Home Office;United States;New York City;New York;10009;East;Office Supplies;Binders;4.355.168;4;0.2;14.154.296
Standard Class;Consumer;United States;New York City;New York;10035;East;Furniture;Bookcases;388.704;6;0.2;-48.588
Standard Class;Consumer;United States;New York City;New York;10035;East;Office Supplies;Envelopes;8.26;2;0;37.996
Standard Class;Consumer;United States;New York City;New York;10035;East;Office Supplies;Art;17.04;4;0;69.864
Standard Class;Consumer;United States;New York City;New York;10035;East;Office Supplies;Paper;34.4;5;0;15.824
Standard Class;Corporate;United States;Charlotte;North Carolina;28205;South;Office Supplies;Paper;36.24;5;0.2;11.325
First Class;Corporate;United States;Columbus;Georgia;31907;South;Office Supplies;Appliances;647.84;8;0;1.684.384
First Class;Corporate;United States;Columbus;Georgia;31907;South;Office Supplies;Labels;20.7;2;0;9.936
Standard Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Labels;20.7;2;0;9.936
Standard Class;Consumer;United States;New York City;New York;10009;East;Furniture;Chairs;488.646;3;0.1;868.704
Standard Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Art;5.56;2;0;14.456
Standard Class;Consumer;United States;New York City;New York;10009;East;Furniture;Furnishings;47.12;8;0;207.328
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Storage;211.96;4;0;84.784
Same Day;Corporate;United States;Manchester;Connecticut;6040;East;Office Supplies;Binders;23.2;4;0;10.44
Same Day;Corporate;United States;Manchester;Connecticut;6040;East;Office Supplies;Supplies;7.36;2;0;0.1472
Same Day;Corporate;United States;Manchester;Connecticut;6040;East;Office Supplies;Storage;104.79;7;0;293.412
Same Day;Corporate;United States;Manchester;Connecticut;6040;East;Furniture;Bookcases;1043.92;4;0;2.714.192
Standard Class;Consumer;United States;Harlingen;Texas;78550;Central;Office Supplies;Paper;25.92;5;0.2;9.396
Standard Class;Consumer;United States;Harlingen;Texas;78550;Central;Office Supplies;Storage;53.424;3;0.2;46.746
Standard Class;Consumer;United States;Tucson;Arizona;85705;West;Office Supplies;Binders;8.16;5;0.7;-5.712
Standard Class;Consumer;United States;Tucson;Arizona;85705;West;Technology;Accessories;1.023.936;8;0.2;1.791.888
Standard Class;Consumer;United States;Tucson;Arizona;85705;West;Office Supplies;Art;9.24;1;0.2;0.924
Standard Class;Consumer;United States;Tucson;Arizona;85705;West;Technology;Accessories;479.04;10;0.2;-29.94
First Class;Corporate;United States;Quincy;Illinois;62301;Central;Office Supplies;Paper;99.136;4;0.2;30.98
Standard Class;Corporate;United States;Franklin;Massachusetts;2038;East;Furniture;Tables;1.488.424;7;0.3;-2.976.848
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Appliances;8.652;3;0.8;-203.322
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Storage;23.832;3;0.2;26.811
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Binders;12.176;4;0.8;-188.728
First Class;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Paper;50.96;7;0;25.48
First Class;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Binders;49.536;3;0.2;173.376
Second Class;Corporate;United States;Taylor;Michigan;48180;Central;Technology;Accessories;41.9;2;0;8.799
Standard Class;Consumer;United States;Pembroke Pines;Florida;33024;South;Furniture;Tables;3.754.575;3;0.45;-1.570.095
Standard Class;Consumer;United States;Pembroke Pines;Florida;33024;South;Technology;Accessories;83.976;3;0.2;-10.497
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Technology;Machines;482.34;4;0.7;-337.638
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Furnishings;2.96;1;0.2;0.777
First Class;Consumer;United States;Cincinnati;Ohio;45231;East;Office Supplies;Art;2.624;1;0.2;0.4264
Standard Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Binders;23.36;4;0.2;7.884
Standard Class;Consumer;United States;New York City;New York;10009;East;Technology;Accessories;39.98;2;0;135.932
Second Class;Consumer;United States;Des Moines;Washington;98198;West;Technology;Phones;246.384;2;0.2;277.182
Second Class;Consumer;United States;Des Moines;Washington;98198;West;Technology;Copiers;1799.97;3;0;7.019.883
Second Class;Corporate;United States;Peoria;Illinois;61604;Central;Office Supplies;Binders;12.462;3;0.8;-205.623
Standard Class;Home Office;United States;Las Vegas;Nevada;89115;West;Office Supplies;Binders;75.792;3;0.2;255.798
Second Class;Corporate;United States;Warwick;Rhode Island;2886;East;Office Supplies;Storage;49.96;2;0;94.924
Second Class;Corporate;United States;Warwick;Rhode Island;2886;East;Office Supplies;Paper;12.96;2;0;62.208
Standard Class;Home Office;United States;Jackson;Michigan;49201;Central;Office Supplies;Supplies;70.12;4;0;21.036
Second Class;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Storage;35.952;3;0.2;35.952
Second Class;Consumer;United States;Houston;Texas;77036;Central;Furniture;Bookcases;23.962.656;4;0.32;-3.171.528
Second Class;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Storage;131.136;4;0.2;-32.784
Second Class;Consumer;United States;Houston;Texas;77036;Central;Technology;Accessories;57.584;2;0.2;0.7198
First Class;Consumer;United States;Miami;Florida;33180;South;Office Supplies;Paper;9.568;2;0.2;34.684
